event_id,user_id,event_type,event_date
284,7,save_item,2024-03-31
285,7,browse,2024-04-15
286,8,save_item,2024-02-05
287,8,login,2024-04-11
288,8,login,2024-02-21
289,8,login,2024-04-08
290,8,login,2024-04-11
291,8,login,2024-02-19
292,8,save_item,2024-03-15
293,8,login,2024-04-23
294,8,cancel,2024-03-03
295,8,save_item,2024-03-24
296,8,save_item,2024-01-22
297,8,save_item,2024-04-11
298,8,cancel,2024-03-11
299,8,browse,2024-03-23
300,8,save_item,2024-01-16
301,8,checkout,2024-04-15
302,8,login,2024-02-17
303,8,checkout,2024-01-17
304,8,search,2024-01-24
305,8,checkout,2024-03-27
306,8,login,2024-01-15
307,8,login,2024-01-08
308,8,login,2024-02-18
309,8,checkout,2024-02-29
310,8,save_item,2024-03-23
311,8,save_item,2024-04-26
312,8,browse,2024-01-19
313,8,login,2024-04-13
314,8,browse,2024-02-01
315,8,login,2024-04-18
316,8,checkout,2024-04-08
317,8,browse,2024-02-13
318,8,browse,2024-02-25
319,8,browse,2024-02-09
320,8,browse,2024-04-23
321,8,browse,2024-03-27
322,8,browse,2024-03-23
323,8,search,2024-04-19
324,8,login,2024-03-07
325,8,cancel,2024-02-12
326,8,login,2024-04-29
327,8,checkout,2024-01-19
328,8,login,2024-04-09
329,8,browse,2024-02-16
330,8,login,2024-03-03
331,8,browse,2024-03-03
332,8,search,2024-02-27
333,8,cancel,2024-04-18
334,8,login,2024-01-11
335,8,browse,2024-04-13
336,8,login,2024-03-06
337,8,browse,2024-01-04
338,8,login,2024-04-30
339,9,search,2024-03-31
340,9,login,2024-03-17
341,9,login,2024-05-18
342,9,browse,2024-02-13
343,9,login,2024-04-26
344,9,checkout,2024-03-28
345,9,login,2024-03-30
346,9,cancel,2024-04-08
347,9,checkout,2024-04-01
348,9,checkout,2024-02-09
349,9,login,2024-05-06
350,9,login,2024-03-21
351,9,checkout,2024-04-10
352,9,login,2024-04-01
353,9,browse,2024-05-23
354,9,login,2024-04-12
355,9,login,2024-03-26
356,9,cancel,2024-05-21
357,9,browse,2024-05-28
358,9,search,2024-02-03
359,9,checkout,2024-04-25
360,9,search,2024-05-07
361,9,login,2024-05-21
362,9,browse,2024-05-14
363,9,save_item,2024-04-20
364,9,checkout,2024-04-26
365,9,login,2024-05-07
366,9,save_item,2024-05-28
367,9,search,2024-04-27
368,9,checkout,2024-02-12
369,9,checkout,2024-02-09
370,9,login,2024-04-05
371,10,login,2024-03-12
372,10,cancel,2024-06-09
373,10,browse,2024-03-12
374,10,search,2024-03-28
375,10,login,2024-05-01
376,10,login,2024-05-21
377,10,login,2024-03-08
378,10,login,2024-03-21
379,10,login,2024-05-02
380,10,login,2024-03-31
381,10,login,2024-05-23
382,10,browse,2024-04-17
383,10,cancel,2024-06-04
384,10,browse,2024-05-09
385,10,search,2024-06-09
386,10,login,2024-05-19
387,10,search,2024-03-09
388,10,checkout,2024-05-22
389,10,login,2024-06-08
390,10,checkout,2024-04-20
391,10,login,2024-06-18
392,10,checkout,2024-04-25
393,10,checkout,2024-05-05
394,10,login,2024-05-02
395,10,cancel,2024-06-18
396,10,cancel,2024-06-26
397,10,login,2024-04-14
398,10,login,2024-06-18
399,10,login,2024-04-11
400,10,search,2024-06-11
401,10,search,2024-05-19
402,10,login,2024-04-11
403,10,save_item,2024-03-16
404,10,search,2024-06-24
405,10,login,2024-06-15
406,10,login,2024-05-02
407,10,checkout,2024-06-20
408,10,login,2024-05-12
409,10,search,2024-05-13
410,10,cancel,2024-06-07
411,10,save_item,2024-03-31
412,10,checkout,2024-06-05
413,10,cancel,2024-03-25
414,11,checkout,2024-02-18
415,11,search,2024-02-18
416,11,login,2024-04-06
417,11,login,2024-05-31
418,11,cancel,2024-03-22
419,11,cancel,2024-03-19
420,11,save_item,2024-03-08
421,11,checkout,2024-03-24
422,11,login,2024-02-08
423,11,browse,2024-03-05
424,11,cancel,2024-04-20
425,11,checkout,2024-04-16
426,11,login,2024-02-27
427,11,cancel,2024-05-09
428,11,login,2024-04-22
429,11,login,2024-05-16
430,11,cancel,2024-05-30
431,11,login,2024-04-16
432,11,checkout,2024-02-03
433,11,checkout,2024-04-25
434,11,cancel,2024-02-28
435,11,login,2024-05-19
436,11,cancel,2024-05-04
437,11,cancel,2024-04-21
438,11,browse,2024-04-25
439,11,browse,2024-03-29
440,11,browse,2024-02-02
441,11,login,2024-03-10
442,11,login,2024-04-02
443,11,checkout,2024-05-24
444,11,search,2024-02-13
445,11,browse,2024-05-19
446,11,login,2024-04-13
447,11,cancel,2024-04-30
448,11,login,2024-03-25
449,11,cancel,2024-02-28
450,11,login,2024-05-27
451,11,login,2024-05-04
452,11,cancel,2024-03-25
453,11,login,2024-02-04
454,11,browse,2024-02-16
455,11,search,2024-04-19
456,11,login,2024-05-19
457,11,login,2024-02-10
458,11,login,2024-04-01
459,11,browse,2024-05-29
460,11,checkout,2024-02-03
461,11,cancel,2024-02-12
462,11,login,2024-04-22
463,11,checkout,2024-02-19
464,11,browse,2024-04-23
465,11,checkout,2024-05-06
466,11,checkout,2024-02-12
467,11,cancel,2024-03-05
468,11,login,2024-03-13
469,11,checkout,2024-04-27
470,11,login,2024-03-13
471,11,login,2024-03-18
472,11,browse,2024-04-21
473,11,checkout,2024-05-03
474,11,checkout,2024-04-15
475,11,browse,2024-05-25
476,11,search,2024-02-03
477,11,browse,2024-05-16
478,11,cancel,2024-03-05
479,11,browse,2024-02-27
480,11,cancel,2024-04-07
481,11,checkout,2024-05-01
482,11,cancel,2024-05-25
483,11,login,2024-05-17
484,11,cancel,2024-03-21
485,11,checkout,2024-04-02
486,11,search,2024-02-07
487,11,login,2024-04-14
488,11,login,2024-03-04
489,11,cancel,2024-04-17
490,11,save_item,2024-03-22
491,11,browse,2024-04-25
492,12,checkout,2024-04-05
493,12,search,2024-01-25
494,12,browse,2024-02-12
495,12,login,2024-01-24
496,12,save_item,2024-03-21
497,12,save_item,2024-04-05
498,12,login,2024-02-02
499,12,browse,2024-02-03
500,12,login,2024-05-15
501,12,browse,2024-03-16
502,12,login,2024-03-06
503,12,browse,2024-05-19
504,12,browse,2024-02-22
505,12,login,2024-04-12
506,12,login,2024-04-13
507,12,browse,2024-04-26
508,12,save_item,2024-03-20
509,12,browse,2024-04-04
510,12,login,2024-03-22
511,12,login,2024-03-24
512,12,browse,2024-01-28
513,13,save_item,2024-05-25
514,13,search,2024-04-17
515,13,browse,2024-06-28
516,13,browse,2024-04-17
517,13,checkout,2024-05-17
518,13,search,2024-07-02
519,13,browse,2024-07-23
520,13,checkout,2024-07-06
521,13,save_item,2024-05-01
522,13,login,2024-05-06
523,13,login,2024-07-21
524,13,browse,2024-04-09
525,13,search,2024-04-15
526,13,login,2024-04-12
527,13,save_item,2024-04-23
528,13,search,2024-07-18
529,13,login,2024-05-09
530,13,browse,2024-06-14
531,13,checkout,2024-05-04
532,13,browse,2024-07-15
533,13,checkout,2024-07-24
534,13,search,2024-07-17
535,13,browse,2024-07-09
536,13,login,2024-03-30
537,13,browse,2024-04-14
538,13,login,2024-04-25
539,13,login,2024-07-07
540,13,save_item,2024-06-01
541,13,browse,2024-05-23
542,13,browse,2024-04-20
543,13,checkout,2024-04-08
544,13,login,2024-07-24
545,13,browse,2024-06-10
546,13,save_item,2024-06-12
547,13,browse,2024-03-29
548,13,search,2024-04-05
549,13,login,2024-03-29
550,13,login,2024-07-24
551,13,save_item,2024-07-13
552,13,browse,2024-07-07
553,13,save_item,2024-05-16
554,13,browse,2024-05-11
555,13,checkout,2024-07-17
556,13,browse,2024-07-14
557,13,login,2024-04-17
558,14,search,2024-05-10
559,14,login,2024-03-18
560,14,login,2024-02-28
561,14,login,2024-05-07
562,14,browse,2024-04-26
563,14,search,2024-06-19
564,14,login,2024-03-10
565,14,browse,2024-04-20
566,14,login,2024-04-10
567,14,save_item,2024-05-26
568,14,search,2024-04-24
569,14,search,2024-04-23
570,14,browse,2024-04-17
571,14,login,2024-04-05
572,14,login,2024-04-12
573,14,login,2024-04-17
574,15,login,2024-07-23
575,15,save_item,2024-07-28
576,15,login,2024-07-05
577,15,login,2024-07-20
578,15,save_item,2024-05-04
579,15,checkout,2024-07-28
580,15,login,2024-06-13
581,15,search,2024-06-21
582,15,checkout,2024-04-08
583,15,login,2024-07-22
584,15,save_item,2024-06-11
585,15,save_item,2024-06-07
586,15,checkout,2024-04-19
587,15,browse,2024-04-14
588,15,search,2024-06-08
589,15,save_item,2024-06-01
590,15,search,2024-07-23
591,15,cancel,2024-06-02
592,15,cancel,2024-05-11
593,15,save_item,2024-04-13
594,15,login,2024-06-16
595,15,checkout,2024-06-14
596,16,browse,2024-04-25
597,16,checkout,2024-04-21
598,16,browse,2024-04-28
599,16,cancel,2024-05-02
600,16,login,2024-04-11
601,16,login,2024-03-25
602,16,save_item,2024-01-29
603,16,search,2024-03-25
604,16,browse,2024-02-02
605,16,search,2024-04-12
606,16,browse,2024-04-19
607,16,login,2024-02-27
608,16,save_item,2024-01-25
609,16,save_item,2024-05-03
610,16,browse,2024-03-20
611,16,search,2024-01-17
612,16,search,2024-03-26
613,16,cancel,2024-03-24
614,17,browse,2024-03-11
615,17,browse,2024-05-23
616,17,browse,2024-05-04
617,17,browse,2024-03-01
618,17,save_item,2024-05-12
619,17,save_item,2024-06-08
620,17,login,2024-03-29
621,17,browse,2024-03-09
622,17,search,2024-05-05
623,17,login,2024-03-01
624,17,browse,2024-04-30
625,17,checkout,2024-04-23
626,17,login,2024-05-11
627,17,browse,2024-05-03
628,17,browse,2024-06-06
629,17,browse,2024-06-04
630,17,browse,2024-06-05
631,17,browse,2024-02-23
632,17,save_item,2024-03-22
633,17,login,2024-02-17
634,17,save_item,2024-02-19
635,17,login,2024-05-19
636,17,checkout,2024-05-20
637,17,browse,2024-03-25
638,17,login,2024-04-26
639,17,search,2024-06-07
640,17,checkout,2024-03-28
641,17,browse,2024-05-09
642,17,save_item,2024-02-22
643,17,login,2024-03-30
644,17,login,2024-05-31
645,17,search,2024-02-28
646,17,browse,2024-06-12
647,17,login,2024-05-17
648,17,search,2024-02-24
649,17,browse,2024-05-13
650,17,checkout,2024-03-28
651,17,search,2024-05-05
652,17,save_item,2024-05-16
653,17,save_item,2024-04-05
654,18,checkout,2024-05-25
655,18,checkout,2024-05-04
656,18,browse,2024-06-29
657,18,login,2024-08-08
658,18,checkout,2024-06-04
659,18,browse,2024-07-23
660,18,login,2024-05-07
661,18,browse,2024-06-03
662,18,save_item,2024-05-21
663,18,save_item,2024-05-18
664,18,browse,2024-06-28
665,18,browse,2024-06-12
666,18,login,2024-04-18
667,18,checkout,2024-04-23
668,18,browse,2024-06-22
669,18,checkout,2024-05-25
670,18,cancel,2024-06-30
671,18,cancel,2024-06-15
672,18,checkout,2024-06-23
673,18,cancel,2024-05-28
674,18,login,2024-08-03
675,18,save_item,2024-07-29
676,18,login,2024-05-22
677,18,browse,2024-04-24
678,18,browse,2024-06-25
679,18,browse,2024-06-23
680,18,login,2024-06-15
681,18,login,2024-04-21
682,18,search,2024-05-18
683,18,search,2024-07-27
684,18,search,2024-06-22
685,18,browse,2024-06-13
686,18,login,2024-06-25
687,18,checkout,2024-05-30
688,18,cancel,2024-07-06
689,18,browse,2024-07-12
690,18,search,2024-04-24
691,18,cancel,2024-06-13
692,18,save_item,2024-07-02
693,18,login,2024-06-02
694,18,browse,2024-07-05
695,18,browse,2024-05-16
696,18,login,2024-05-02
697,18,checkout,2024-05-02
698,18,browse,2024-07-09
699,18,login,2024-05-16
700,18,cancel,2024-07-17
701,18,cancel,2024-08-12
702,18,checkout,2024-07-29
703,18,cancel,2024-06-20
704,18,login,2024-05-07
705,18,login,2024-05-08
706,18,cancel,2024-07-28
707,18,cancel,2024-08-11
708,18,login,2024-05-24
709,18,login,2024-04-30
710,18,login,2024-05-09
711,18,browse,2024-06-21
712,18,cancel,2024-04-18
713,18,search,2024-06-28
714,18,browse,2024-06-22
715,18,cancel,2024-05-09
716,18,search,2024-07-07
717,18,checkout,2024-05-21
718,18,cancel,2024-05-01
719,18,browse,2024-07-26
720,18,cancel,2024-04-28
721,18,search,2024-05-28
722,18,browse,2024-05-31
723,18,search,2024-07-13
724,18,cancel,2024-07-03
725,18,login,2024-07-05
726,18,login,2024-04-30
727,18,login,2024-05-07
728,19,browse,2024-04-07
729,19,search,2024-03-23
730,19,save_item,2024-03-13
731,19,browse,2024-03-28
732,19,checkout,2024-04-05
733,19,login,2024-03-17
734,19,save_item,2024-05-22
735,19,browse,2024-04-24
736,19,save_item,2024-04-13
737,19,browse,2024-03-16
738,19,browse,2024-03-11
739,19,login,2024-05-10
740,19,login,2024-05-10
741,19,cancel,2024-03-15
742,19,search,2024-06-07
743,19,browse,2024-04-03
744,20,login,2024-07-11
745,20,login,2024-04-15
746,20,search,2024-05-22
747,20,browse,2024-06-08
748,20,login,2024-05-10
749,20,login,2024-07-01
750,20,login,2024-07-07
751,20,save_item,2024-04-20
752,20,save_item,2024-05-10
753,20,browse,2024-06-21
754,20,login,2024-04-18
755,20,save_item,2024-06-21
756,20,login,2024-07-28
757,20,save_item,2024-06-28
758,20,browse,2024-07-15
759,20,login,2024-07-21
760,20,search,2024-07-19
761,20,login,2024-05-31
762,20,browse,2024-05-15
763,20,save_item,2024-07-21
764,20,checkout,2024-07-19
765,20,save_item,2024-06-10
766,20,browse,2024-07-17
767,20,browse,2024-07-10
768,20,save_item,2024-06-19
769,20,cancel,2024-07-04
770,20,browse,2024-06-03
771,20,browse,2024-07-09
772,20,login,2024-07-20
773,20,save_item,2024-04-19
774,20,browse,2024-08-07
775,20,browse,2024-06-13
776,21,login,2024-04-11
777,21,browse,2024-02-21
778,21,login,2024-04-28
779,21,browse,2024-01-31
780,21,login,2024-03-12
781,21,browse,2024-05-16
782,21,cancel,2024-03-28
783,21,checkout,2024-05-11
784,21,cancel,2024-05-03
785,21,browse,2024-04-22
786,21,browse,2024-02-27
787,21,cancel,2024-03-02
788,21,login,2024-05-04
789,21,browse,2024-05-19
790,21,cancel,2024-01-21
791,21,login,2024-03-08
792,21,cancel,2024-01-30
793,21,checkout,2024-03-20
794,21,save_item,2024-02-17
795,21,browse,2024-02-23
796,21,save_item,2024-04-15
797,21,cancel,2024-04-08
798,21,search,2024-04-16
799,21,login,2024-04-12
800,21,search,2024-03-04
801,21,login,2024-04-30
802,21,login,2024-04-01
803,21,checkout,2024-03-03
804,21,login,2024-03-11
805,21,login,2024-02-13
806,21,checkout,2024-02-09
807,21,browse,2024-03-18
808,21,browse,2024-04-29
809,21,cancel,2024-02-04
810,21,login,2024-05-14
811,21,browse,2024-05-06
812,21,checkout,2024-01-25
813,21,login,2024-04-25
814,21,login,2024-01-30
815,21,search,2024-04-25
816,21,login,2024-04-10
817,21,save_item,2024-05-03
818,21,checkout,2024-03-26
819,21,login,2024-03-27
820,21,checkout,2024-03-28
821,21,cancel,2024-03-01
822,21,login,2024-05-18
823,21,browse,2024-05-13
824,21,login,2024-02-25
825,21,login,2024-05-03
826,21,search,2024-02-02
827,21,search,2024-04-24
828,21,checkout,2024-02-21
829,21,login,2024-01-31
830,21,cancel,2024-02-06
831,21,login,2024-03-15
832,21,browse,2024-05-03
833,21,login,2024-04-18
834,21,login,2024-05-15
835,21,checkout,2024-04-14
836,21,cancel,2024-03-11
837,21,cancel,2024-05-19
838,21,browse,2024-02-21
839,21,cancel,2024-02-28
840,21,search,2024-05-04
841,21,checkout,2024-02-10
842,21,cancel,2024-02-10
843,22,search,2024-04-30
844,22,save_item,2024-02-09
845,22,browse,2024-04-01
846,22,cancel,2024-02-08
847,22,browse,2024-02-08
848,22,login,2024-01-30
849,22,save_item,2024-02-15
850,22,save_item,2024-03-09
851,22,browse,2024-04-21
852,22,save_item,2024-02-09
853,22,browse,2024-04-03
854,22,search,2024-02-23
855,22,search,2024-03-13
856,22,search,2024-05-14
857,22,login,2024-02-15
858,22,search,2024-05-04
859,22,login,2024-04-27
860,22,search,2024-05-02
861,22,login,2024-03-29
862,22,checkout,2024-01-22
863,22,login,2024-01-21
864,22,checkout,2024-04-22
865,22,login,2024-04-24
866,22,save_item,2024-01-27
867,22,search,2024-03-03
868,22,save_item,2024-02-13
869,22,save_item,2024-05-08
870,22,browse,2024-05-12
871,22,save_item,2024-05-02
872,22,save_item,2024-03-11
873,22,login,2024-04-04
874,22,save_item,2024-02-20
875,22,browse,2024-02-06
876,22,save_item,2024-05-11
877,22,checkout,2024-03-27
878,22,login,2024-04-27
879,22,browse,2024-05-07
880,22,save_item,2024-02-06
881,22,search,2024-05-14
882,22,save_item,2024-02-23
883,22,save_item,2024-03-11
884,22,login,2024-02-07
885,22,browse,2024-03-03
886,22,browse,2024-03-14
887,22,search,2024-02-03
888,22,browse,2024-01-21
889,22,login,2024-01-20
890,22,login,2024-04-06
891,22,search,2024-05-12
892,22,save_item,2024-02-10
893,22,search,2024-04-08
894,22,save_item,2024-03-17
895,22,search,2024-03-06
896,22,login,2024-04-09
897,22,save_item,2024-05-05
898,22,save_item,2024-03-15
899,22,save_item,2024-02-17
900,22,browse,2024-02-05
901,22,login,2024-04-26
902,22,browse,2024-05-09
903,23,login,2024-05-01
904,23,checkout,2024-05-30
905,23,checkout,2024-05-13
906,23,save_item,2024-06-25
907,23,save_item,2024-03-16
908,23,checkout,2024-03-19
909,23,checkout,2024-05-29
910,23,cancel,2024-04-15
911,23,checkout,2024-05-13
912,23,search,2024-05-28
913,23,browse,2024-06-23
914,23,login,2024-04-18
915,23,login,2024-06-14
916,23,login,2024-06-25
917,23,cancel,2024-05-19
918,23,cancel,2024-04-19
919,23,cancel,2024-04-10
920,23,cancel,2024-03-25
921,23,browse,2024-05-31
922,23,cancel,2024-05-22
923,23,cancel,2024-05-12
924,23,login,2024-06-07
925,23,login,2024-03-03
926,23,browse,2024-04-07
927,23,checkout,2024-02-29
928,23,checkout,2024-06-07
929,23,login,2024-04-22
930,23,login,2024-06-15
931,23,cancel,2024-03-30
932,23,cancel,2024-05-27
933,23,login,2024-03-29
934,23,login,2024-06-13
935,24,login,2024-02-12
936,24,login,2024-01-22
937,24,browse,2024-03-28
938,24,browse,2024-04-12
939,24,login,2024-03-25
940,24,browse,2024-03-21
941,24,login,2024-03-04
942,24,checkout,2024-03-30
943,24,browse,2024-03-05
944,24,browse,2024-02-27
945,24,login,2024-01-15
946,24,login,2024-01-23
947,24,browse,2024-05-07
948,24,search,2024-04-05
949,24,browse,2024-03-19
950,24,browse,2024-02-03
951,24,save_item,2024-01-22
952,24,cancel,2024-03-06
953,24,save_item,2024-03-17
954,24,login,2024-04-07
955,24,browse,2024-02-26
956,25,login,2024-03-02
957,25,save_item,2024-02-20
958,25,login,2024-04-16
959,25,search,2024-03-27
960,25,cancel,2024-03-22
961,25,checkout,2024-03-02
962,25,browse,2024-02-28
963,25,save_item,2024-02-09
964,25,search,2024-01-18
965,25,browse,2024-04-20
966,25,browse,2024-03-06
967,25,checkout,2024-01-06
968,25,login,2024-04-22
969,25,browse,2024-03-15
970,25,browse,2024-04-22
971,25,browse,2024-02-09
972,25,save_item,2024-03-29
973,25,save_item,2024-02-08
974,25,cancel,2024-01-11
975,25,save_item,2024-04-25
976,25,browse,2024-03-05
977,25,login,2024-01-22
978,25,save_item,2024-03-09
979,25,login,2024-03-27
980,25,checkout,2024-04-14
981,25,login,2024-03-27
982,26,cancel,2024-05-16
983,26,cancel,2024-05-29
984,26,search,2024-05-15
985,26,login,2024-06-24
986,26,cancel,2024-04-22
987,26,browse,2024-07-25
988,26,login,2024-07-27
989,26,browse,2024-06-10
990,26,login,2024-06-08
991,26,cancel,2024-06-27
992,26,login,2024-08-17
993,26,login,2024-04-27
994,26,checkout,2024-07-20
995,26,save_item,2024-07-29
996,26,save_item,2024-06-13
997,26,cancel,2024-05-04
998,26,search,2024-08-01
999,26,checkout,2024-06-18
1000,26,login,2024-05-01
1001,26,cancel,2024-07-08
